[0, 46, 187, 199, 386, 487, 596, 617, 726, 875]
[0, 24, 121, 239, 343, 372, 398, 409, 538, 575]
[0, 130, 227, 366, 516, 529, 530, 627, 787, 925]
[0, 51, 206, 293, 477, 584, 583, 739, 840, 997]
[0, 109, 237, 325, 397, 545, 550, 576, 617, 803]
[0, 128, 188, 249, 419, 613, 759, 911, 925, 1061]
[0, 82, 244, 390, 585, 614, 621, 783, 921, 967]
[0, 118, 210, 368, 508, 640, 695, 712, 752, 907]
[0, 58, 151, 287, 404, 472, 503, 672, 766, 797]
[0, 152, 258, 279, 361, 399, 418, 537, 552, 730]
[0, 35, 170, 316, 417, 543, 557, 754, 890, 935]
[0, 121, 138, 224, 345, 496, 510, 579, 693, 786]
[0, 74, 164, 296, 434, 608, 744, 928, 967, 987]
[0, 15, 78, 274, 292, 340, 340, 490, 615, 722]
[0, 110, 298, 479, 520, 660, 678, 797, 973, 1063]
[0, 159, 161, 304, 322, 494, 597, 681, 730, 823]
[0, 7, 12, 157, 175, 209, 310, 455, 515, 560]
[0, 67, 92, 253, 338, 508, 582, 642, 673, 838]
[0, 11, 162, 292, 343, 372, 544, 676, 819, 831]
[0, 96, 222, 408, 504, 649, 778, 965, 1054, 1192]
[0, 137, 322, 351, 382, 422, 472, 653, 847, 1035]
[0, 40, 68, 103, 164, 362, 460, 551, 618, 637]
[0, 32, 129, 197, 305, 447, 619, 715, 881, 882]
[0, 32, 102, 277, 316, 415, 606, 682, 869, 992]
[0, 0, 198, 289, 447, 628, 769, 858, 1039, 1069]
[0, 192, 257, 429, 471, 624, 682, 871, 1008, 1074]
[0, 72, 110, 224, 392, 424, 430, 458, 596, 767]
[0, 34, 159, 283, 347, 510, 602, 801, 819, 1002]
[0, 167, 319, 489, 632, 775, 903, 952, 1097, 1227]
[0, 187, 218, 404, 492, 653, 710, 831, 951, 1048]
[0, 59, 211, 260, 299, 426, 540, 727, 819, 893]
[0, 180, 184, 313, 414, 606, 672, 816, 839, 996]
[0, 61, 72, 227, 352, 516, 555, 564, 758, 846]
[0, 12, 188, 381, 466, 576, 650, 767, 941, 1058]
[0, 93, 232, 315, 479, 579, 620, 771, 867, 946]
[0, 178, 230, 394, 551, 587, 619, 711, 895, 1002]
[0, 163, 302, 436, 593, 709, 852, 953, 1105, 1129]
[0, 190, 320, 425, 526, 601, 626, 668, 834, 843]
[0, 155, 164, 198, 246, 321, 466, 481, 569, 689]
[0, 4, 40, 127, 247, 318, 419, 459, 634, 766]
[0, 75, 186, 359, 509, 605, 612, 672, 744, 901]
[0, 45, 166, 307, 422, 596, 623, 807, 878, 883]
[0, 7, 33, 35, 47, 187, 384, 529, 721, 912]
[0, 5, 135, 142, 240, 431, 598, 713, 798, 883]
[0, 97, 256, 447, 482, 559, 725, 844, 964, 1144]
[0, 5, 122, 124, 151, 305, 304, 483, 633, 645]
[0, 49, 191, 243, 299, 323, 354, 374, 417, 465]
[0, 63, 164, 252, 312, 476, 650, 667, 776, 904]
[0, 131, 185, 310, 419, 559, 631, 711, 720, 776]
[0, 39, 53, 212, 375, 464, 583, 716, 738, 772]
[0, 120, 244, 286, 338, 524, 598, 723, 879, 1021]
[0, 48, 181, 200, 276, 296, 412, 463, 469, 627]
[0, 43, 145, 154, 287, 301, 406, 479, 544, 633]
[0, 166, 355, 382, 458, 607, 723, 825, 861, 932]
[0, 8, 149, 175, 290, 453, 537, 683, 692, 846]
[0, 105, 250, 315, 509, 613, 649, 709, 747, 770]
[0, 127, 183, 191, 210, 378, 416, 527, 721, 880]
[0, 176, 324, 509, 573, 593, 700, 785, 839, 906]
[0, 14, 205, 269, 376, 510, 621, 775, 864, 1023]
[0, 114, 115, 264, 317, 450, 531, 642, 707, 727]
[0, 110, 129, 325, 386, 522, 614, 654, 666, 686]
[0, 155, 276, 401, 421, 441, 556, 589, 765, 911]
[0, 156, 183, 286, 436, 546, 555, 745, 747, 766]
[0, 162, 358, 370, 464, 660, 776, 847, 1039, 1184]
[0, 118, 253, 381, 419, 475, 491, 490, 513, 685]
[0, 162, 232, 329, 366, 433, 452, 643, 786, 944]
[0, 198, 381, 480, 533, 703, 741, 776, 924, 1031]
[0, 109, 279, 341, 384, 524, 611, 721, 892, 1020]
[0, 32, 180, 212, 304, 306, 394, 446, 578, 648]
[0, 144, 295, 334, 513, 679, 692, 705, 893, 1025]
[0, 85, 97, 234, 244, 272, 434, 444, 454, 651]
[0, 109, 202, 381, 421, 492, 543, 567, 575, 764]
[0, 7, 13, 34, 150, 316, 478, 660, 731, 830]
[0, 53, 160, 247, 341, 360, 500, 582, 644, 750]
[0, 80, 253, 398, 443, 477, 638, 770, 956, 1150]
[0, 30, 173, 252, 428, 445, 603, 715, 827, 927]
[0, 73, 252, 419, 614, 777, 934, 997, 1089, 1236]
[0, 105, 132, 154, 325, 488, 511, 637, 712, 907]
[0, 60, 194, 261, 370, 546, 717, 725, 729, 841]
[0, 167, 246, 285, 293, 314, 327, 380, 526, 647]
[0, 26, 210, 323, 397, 528, 716, 880, 895, 917]
[0, 182, 323, 406, 570, 573, 653, 778, 779, 925]
[0, 56, 218, 282, 417, 554, 668, 855, 1054, 1070]
[0, 87, 139, 304, 433, 519, 660, 743, 843, 1013]
[0, 2, 139, 272, 452, 458, 514, 615, 697, 744]
[0, 111, 250, 269, 298, 469, 659, 858, 876, 951]
[0, 58, 249, 436, 488, 667, 666, 717, 785, 930]
[0, 39, 149, 198, 204, 303, 473, 592, 652, 690]
[0, 112, 192, 221, 317, 409, 448, 572, 574, 740]
[0, 43, 240, 394, 418, 481, 549, 678, 792, 806]
[0, 199, 264, 358, 360, 414, 492, 667, 704, 733]
[0, 28, 54, 89, 182, 273, 418, 495, 567, 587]
[0, 82, 193, 384, 412, 444, 549, 625, 811, 920]
[0, 145, 212, 273, 365, 498, 694, 838, 927, 1123]
[0, 150, 237, 331, 505, 638, 657, 717, 763, 890]
[0, 191, 309, 468, 547, 597, 756, 842, 1024, 1044]
[0, 193, 315, 444, 610, 702, 852, 1026, 1209, 1226]
[0, 90, 184, 199, 361, 472, 657, 731, 810, 924]
[0, 73, 235, 302, 431, 566, 695, 770, 949, 1124]
[0, 147, 187, 268, 376, 575, 762, 859, 979, 999]
[0, 141, 312, 358, 548, 668, 708, 859, 895, 1091]
[0, 158, 181, 210, 252, 282, 436, 577, 623, 779]
[0, 112, 207, 321, 353, 449, 528, 587, 675, 841]
[0, 153, 342, 417, 534, 574, 751, 812, 964, 1027]
[0, 101, 224, 404, 413, 445, 579, 696, 767, 775]
[0, 176, 245, 353, 498, 610, 761, 903, 916, 1013]
[0, 43, 166, 278, 427, 464, 651, 679, 810, 959]
[0, 160, 201, 217, 290, 486, 598, 779, 840, 1038]
[0, 187, 363, 398, 492, 604, 621, 745, 942, 955]
[0, 139, 302, 406, 422, 613, 747, 764, 873, 990]
[0, 86, 178, 320, 506, 514, 676, 713, 750, 884]
[0, 84, 273, 379, 531, 647, 740, 859, 982, 1100]
[0, 25, 139, 178, 178, 249, 266, 325, 333, 473]
[0, 80, 236, 374, 504, 565, 623, 796, 884, 928]
[0, 150, 176, 235, 250, 417, 424, 468, 571, 594]
[0, 114, 273, 452, 596, 766, 898, 1036, 1114, 1137]
[0, 196, 220, 235, 257, 417, 561, 697, 813, 959]
[0, 2, 9, 178, 300, 391, 533, 721, 802, 916]
[0, 53, 121, 241, 365, 454, 574, 595, 696, 753]
[0, 40, 85, 202, 343, 393, 494, 560, 678, 816]
[0, 156, 346, 397, 486, 599, 664, 714, 717, 807]
[0, 61, 100, 255, 396, 520, 691, 807, 996, 1052]
[0, 31, 78, 159, 230, 304, 400, 513, 537, 624]
