[0, 15, 30, 49, 60, 67, 76, 92, 108, 114]
[0, 3, 4, 11, 13, 30, 34, 33, 35, 45]
[0, 11, 19, 18, 23, 22, 32, 33, 38, 48]
[0, 12, 24, 30, 36, 48, 51, 59, 58, 63]
[0, 16, 27, 32, 50, 60, 74, 83, 97, 104]
[0, 8, 23, 26, 36, 46, 60, 59, 73, 88]
[0, 14, 30, 36, 34, 48, 50, 57, 68, 69]
[0, 4, 12, 26, 39, 41, 49, 55, 63, 64]
[0, 19, 30, 44, 53, 70, 77, 79, 81, 93]
[0, 3, 17, 33, 48, 54, 59, 57, 76, 89]
[0, 3, 16, 16, 32, 37, 34, 36, 43, 53]
[0, 9, 11, 22, 34, 40, 48, 64, 81, 81]
[0, 3, 10, 25, 44, 48, 50, 59, 66, 83]
[0, 11, 14, 17, 31, 31, 34, 44, 57, 65]
[0, 1, 9, 26, 35, 50, 62, 65, 67, 73]
[0, 9, 13, 26, 42, 43, 53, 55, 53, 56]
[0, 16, 30, 31, 50, 50, 58, 71, 79, 84]
[0, 18, 31, 44, 54, 62, 77, 76, 78, 92]
[0, 14, 30, 35, 36, 51, 62, 64, 82, 96]
[0, 2, 13, 29, 37, 47, 50, 53, 53, 53]
[0, 9, 15, 14, 31, 38, 46, 62, 64, 83]
[0, 16, 31, 46, 54, 71, 87, 95, 113, 125]
[0, 3, 7, 10, 7, 17, 34, 37, 40, 41]
[0, 16, 29, 34, 44, 55, 56, 55, 60, 59]
[0, 2, 12, 22, 28, 34, 38, 54, 61, 72]
[0, 5, 14, 17, 17, 29, 41, 55, 59, 78]
[0, -4, 1, 3, 21, 28, 40, 48, 58, 74]
[0, -1, 17, 17, 22, 32, 44, 56, 65, 69]
[0, 5, 11, 15, 31, 43, 49, 64, 71, 87]
[0, 13, 27, 36, 44, 54, 55, 65, 70, 80]
[0, -1, 15, 29, 34, 47, 61, 62, 71, 81]
[0, 4, 20, 24, 42, 56, 56, 64, 80, 99]
[0, 16, 22, 33, 42, 52, 69, 85, 94, 98]
[0, 2, 0, 9, 28, 30, 43, 51, 70, 72]
[0, 10, 20, 34, 44, 62, 64, 79, 79, 95]
[0, 3, 12, 13, 10, 12, 16, 28, 44, 53]
[0, 0, 5, 20, 28, 41, 42, 42, 56, 75]
[0, 16, 32, 32, 36, 48, 63, 72, 75, 78]
[0, 9, 11, 13, 18, 29, 32, 49, 50, 60]
[0, 15, 32, 34, 38, 49, 57, 60, 70, 76]
[0, 13, 17, 20, 32, 36, 42, 59, 68, 78]
[0, 10, 16, 32, 37, 45, 53, 59, 67, 77]
[0, 9, 13, 15, 29, 41, 60, 66, 65, 65]
[0, 5, 19, 32, 37, 37, 36, 46, 46, 61]
[0, 15, 19, 31, 45, 49, 61, 77, 85, 92]
[0, 0, 6, 12, 21, 20, 29, 45, 61, 65]
[0, 1, 13, 28, 39, 48, 59, 66, 65, 63]
[0, 0, 9, 28, 28, 35, 54, 63, 76, 92]
[0, 6, 10, 29, 43, 52, 62, 73, 78, 81]
