[0, 4, 15, 26, 30, 34, 38, 42, 46, 50]
[0, 18, 36, 54, 72, 90, 108, 126, 144, 162]
[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]
[0, 13, 16, 19, 32, 45, 58, 71, 84, 97]
[0, 10, 28, 38, 48, 58, 68, 78, 88, 98]
[0, 6, 26, 32, 38, 44, 50, 56, 62, 68]
[0, 12, 17, 22, 34, 46, 58, 70, 82, 94]
[0, 12, 19, 31, 43, 55, 67, 79, 91, 103]
[0, 11, 26, 37, 48, 59, 70, 81, 92, 103]
[0, 8, 27, 35, 43, 51, 59, 67, 75, 83]
[0, 6, 18, 30, 36, 42, 48, 54, 60, 66]
[0, 14, 31, 45, 59, 73, 87, 101, 115, 129]
[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]
[0, 12, 27, 39, 51, 63, 75, 87, 99, 111]
[0, 14, 32, 46, 60, 74, 88, 102, 116, 130]
[0, 7, 14, 21, 28, 35, 42, 49, 56, 63]
[0, 5, 14, 23, 28, 33, 38, 43, 48, 53]
[0, 16, 25, 41, 57, 73, 89, 105, 121, 137]
[0, 5, 7, 9, 11, 13, 15, 17, 19, 24]
[0, 10, 28, 38, 48, 58, 68, 78, 88, 98]
[0, 7, 16, 25, 32, 39, 46, 53, 60, 67]
[0, 14, 32, 46, 60, 74, 88, 102, 116, 130]
[0, 19, 38, 57, 76, 95, 114, 133, 152, 171]
[0, 16, 18, 34, 50, 66, 82, 98, 114, 130]
[0, 2, 19, 21, 23, 25, 27, 29, 31, 33]
[0, 13, 30, 43, 56, 69, 82, 95, 108, 121]
[0, 6, 10, 14, 20, 26, 32, 38, 44, 50]
[0, 19, 38, 57, 76, 95, 114, 133, 152, 171]
[0, 4, 12, 20, 24, 28, 32, 36, 40, 44]
[0, 18, 36, 54, 72, 90, 108, 126, 144, 162]
[0, 18, 37, 55, 73, 91, 109, 127, 145, 163]
