[0, 11, 27, 38, 49, 60, 71, 82, 93, 104]
[0, 18, 36, 54, 72, 90, 108, 126, 144, 162]
[0, 3, 3, 12, 21, 24, 27, 30, 33, 36]
[0, 10, 23, 33, 43, 53, 63, 73, 83, 93]
[0, 18, 36, 54, 72, 90, 108, 126, 144, 162]
[0, 10, 26, 36, 46, 56, 66, 76, 86, 96]
[0, 2, 2, 2, 2, 20, 22, 24, 26, 28]
[0, 1, 1, 1, 13, 25, 26, 27, 28, 29]
[0, 11, 23, 34, 45, 56, 67, 78, 89, 100]
[0, 8, 24, 32, 40, 48, 56, 64, 72, 80]
[0, 5, 5, 19, 24, 29, 34, 39, 44, 49]
[0, 14, 17, 20, 34, 48, 62, 76, 90, 104]
[0, 9, 17, 25, 34, 43, 52, 61, 70, 79]
[0, 15, 21, 36, 51, 66, 81, 96, 111, 126]
[0, 19, 38, 57, 76, 95, 114, 133, 152, 171]
[0, 13, 20, 33, 46, 59, 72, 85, 98, 111]
[0, 12, 30, 42, 54, 66, 78, 90, 102, 114]
[0, 16, 30, 46, 62, 78, 94, 110, 126, 142]
[0, 11, 30, 41, 52, 63, 74, 85, 96, 107]
[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]
[0, 4, 17, 30, 34, 38, 42, 46, 50, 54]
[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]
[0, 2, 2, 8, 14, 20, 22, 24, 26, 28]
[0, 1, 1, 1, 1, 1, 1, 15, 16, 17]
[0, 5, 18, 31, 36, 41, 46, 51, 56, 61]
[0, 13, 23, 36, 49, 62, 75, 88, 101, 114]
[0, 15, 21, 36, 51, 66, 81, 96, 111, 126]
[0, 1, 1, 1, 1, 1, 1, 20, 21, 22]
[0, 8, 15, 22, 30, 38, 46, 54, 62, 70]
[0, 1, 1, 1, 17, 18, 19, 20, 21, 22]
[0, 1, 1, 1, 19, 20, 21, 22, 23, 24]
[0, 19, 38, 57, 76, 95, 114, 133, 152, 171]
[0, 8, 15, 22, 30, 38, 46, 54, 62, 70]
[0, 1, 1, 1, 2, 3, 4, 5, 6, 7]
[0, 8, 19, 27, 35, 43, 51, 59, 67, 75]
[0, 16, 26, 42, 58, 74, 90, 106, 122, 138]
[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]
[0, 19, 38, 57, 76, 95, 114, 133, 152, 171]
[0, 7, 10, 13, 16, 19, 26, 33, 40, 47]
[0, 7, 25, 32, 39, 46, 53, 60, 67, 74]
[0, 3, 3, 8, 13, 18, 21, 24, 27, 30]
[0, 7, 16, 25, 32, 39, 46, 53, 60, 67]
[0, 7, 12, 17, 22, 29, 36, 43, 50, 57]
[0, 2, 18, 20, 22, 24, 26, 28, 30, 32]
[0, 19, 38, 57, 76, 95, 114, 133, 152, 171]
[0, 18, 26, 44, 62, 80, 98, 116, 134, 152]
[0, 18, 31, 49, 67, 85, 103, 121, 139, 157]
[0, 14, 24, 38, 52, 66, 80, 94, 108, 122]
[0, 13, 18, 31, 44, 57, 70, 83, 96, 109]
[0, 12, 13, 14, 15, 16, 17, 29, 41, 53]
[0, 16, 22, 38, 54, 70, 86, 102, 118, 134]
[0, 13, 27, 40, 53, 66, 79, 92, 105, 118]
[0, 13, 17, 21, 34, 47, 60, 73, 86, 99]
[0, 1, 1, 1, 16, 17, 18, 19, 20, 21]
[0, 6, 18, 24, 30, 36, 42, 48, 54, 60]
[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]
[0, 14, 17, 20, 34, 48, 62, 76, 90, 104]
[0, 4, 17, 30, 34, 38, 42, 46, 50, 54]
[0, 1, 1, 1, 20, 21, 22, 23, 24, 25]
[0, 8, 19, 27, 35, 43, 51, 59, 67, 75]
[0, 14, 28, 42, 56, 70, 84, 98, 112, 126]
[0, 1, 1, 6, 11, 16, 17, 18, 19, 20]
[0, 4, 19, 23, 27, 31, 35, 39, 43, 47]
[0, 5, 19, 24, 29, 34, 39, 44, 49, 54]
[0, 12, 24, 36, 48, 60, 72, 84, 96, 108]
[0, 14, 34, 48, 62, 76, 90, 104, 118, 132]
[0, 11, 26, 37, 48, 59, 70, 81, 92, 103]
[0, 16, 24, 40, 56, 72, 88, 104, 120, 136]
[0, 3, 15, 27, 30, 33, 36, 39, 42, 45]
